Taxon	Chow.M1	Chow.M2	Chow.F1	Chow.F2	Chow.F3	Glut.F1	Glut.F2	Glut.F3	Glut.F4	Glut.F5	HC.F1	HC.F2	HC.F3	HC.F4	HC.F5	KO.M1	KO.M2	KO.F1	KO.F2	7294.pre	7484.pre	7483.pre	7293.pre	7494.pre	7280.pre	7294.neg	7484.neg	7483.neg	7293.neg	7494.neg	7280.neg	7294.pos	7484.pos	7483.pos	7293.pos	7494.pos	7280.pos
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__GIF9;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000898274634758
k__Bacteria;p__Chloroflexi;c__Ellin6529;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1078245649e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00178836735817	0.0	0.00149567774482	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__	0.0	0.0	1.88407298899e-05	0.0	0.0	0.0	0.0	1.35084022262e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00426053321e-06	0.0	0.0	0.0	0.0	8.28850632827e-06	0.0	0.0	0.0	0.0	3.44103781701e-05	0.0	0.000610148808515
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__	3.47717236343e-05	1.46068564584e-05	9.42036494494e-06	5.00469189865e-05	9.11302889741e-06	0.000134273246056	0.000470088446271	0.000108067217809	0.000796722057819	9.38691698445e-05	0.000349074951379	0.000309375483399	0.000241876215195	0.00221400418471	9.80863355926e-05	0.00130183923848	0.000740690289295	0.00114600506655	0.00350830615186	0.00257015299057	0.000315015750788	5.18795978294e-05	0.000281874695271	0.000164038733024	0.000244259892526	0.536001798047	0.0360773177579	0.115713650841	0.0499814532741	0.0171820736185	0.594392777137	0.0666098057558	0.467683397683	0.0510051461455	0.368879253983	0.356078061723	0.166045218806
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae	0.0	0.0	9.42036494494e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.61823500731e-06	4.97087069771e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae;o__Synechococcales;f__Synechococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.30293135367e-06	0.0	0.0	0.0	8.51368148615e-06	1.00526760224e-05	9.48190851855e-06	0.0	0.0	1.03759195659e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86058627073e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7908794061e-05	0.0	1.96172671185e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28547050219e-05	0.0	8.00852106641e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.61823500731e-06	0.0	0.0	0.0	1.61347574946e-05	0.0	0.0	8.28850632827e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.75043752188e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.8922237919e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.000750593492529	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	1.15905745448e-05	1.46068564584e-05	1.88407298899e-05	1.25117297466e-05	0.0	0.0	0.0	0.0	2.27634873663e-05	1.17336462306e-05	0.0	2.81250439454e-05	9.30293135367e-06	0.0	3.9234534237e-05	2.08294278156e-05	4.25684074307e-05	1.00526760224e-05	3.79276340742e-05	6.64694738941e-05	0.0	3.11277586976e-05	0.000388529985373	1.49126120931e-05	6.40681685313e-05	0.00433165788076	0.00196844041434	0.00222205762536	0.00164947477251	0.000406136810085	0.00308872445862	0.00115556044682	0.00189189189189	0.00501939310974	0.00220226420288	0.00534143276079	0.000474560184401
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57844475838e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	0.0	0.0	0.0	1.25117297466e-05	0.0	0.0	0.0	0.0	1.13817436831e-05	0.0	1.66226167323e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.75043752188e-06	0.0	0.0	4.97087069771e-06	4.00426053321e-06	0.0	1.61347574946e-05	0.0	0.0	8.28850632827e-06	0.0	2.75133439718e-05	0.0	0.0	0.0	3.49113252339e-05	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011583011583	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13817436831e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000825400319155	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	0.0	0.0	0.0	0.0	0.0	1.6784155757e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000577780223408	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	4.63622981791e-05	1.46068564584e-05	0.0	0.0	9.11302889741e-06	1.6784155757e-05	3.48213663904e-05	5.40336089047e-05	2.27634873663e-05	0.0	0.0	0.0	6.51205194757e-05	0.0	9.80863355926e-06	1.04147139078e-05	1.70273629723e-05	2.01053520447e-05	9.48190851855e-06	0.0	0.0	0.0	9.90370550951e-05	4.97087069771e-06	8.00852106641e-06	0.0	0.0	0.0	0.000228874489965	0.0	0.0	0.000990480382986	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0.0193910312134	0.0150450621522	0.0123783595376	0.0236096340319	0.0201124547766	0.00243370258476	0.00250713838011	0.0103069108986	0.00483724106533	0.0154532120857	0.0169883143004	0.00476719494874	0.0271924683468	0.0124811444699	0.0147227589724	0.0137370076444	0.0047336069063	0.0123547388315	0.0100887506637	0.000232643158629	7.87539376969e-05	0.00115172707181	0.000106655290102	0.000228660052095	0.000504536827184	0.0	1.61347574946e-05	3.7034293756e-05	0.000134167804462	0.000372982784772	0.000882492702464	0.000220106751775	3.861003861e-05	0.0020787385606	0.00216785382471	0.00240888144114	0.00299989830853
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00392301091087	0.0	0.0	0.0	0.0	0.0	0.0	0.000849420849421	0.0	0.0	0.0	0.000796583166672
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	4.63622981791e-05	1.46068564584e-05	4.71018247247e-05	1.25117297466e-05	0.0	1.6784155757e-05	8.7053415976e-06	4.05252066786e-05	4.55269747325e-05	8.2135523614e-05	1.66226167323e-05	2.81250439454e-05	5.5817588122e-05	2.43297163155e-05	9.80863355926e-06	1.04147139078e-05	2.55410444584e-05	4.02107040894e-05	4.74095425927e-05	5.53912282451e-05	8.75043752188e-06	3.11277586976e-05	7.61823500731e-06	2.48543534886e-05	4.00426053321e-05	0.000796861591271	1.61347574946e-05	0.000999925931412	0.0	3.31540253131e-05	0.0	0.000192593407803	0.0116602316602	2.53504702512e-05	0.00980695777847	0.000349113252339	0.00111860614894
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	0.0	1.46068564584e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.31130836616e-05	0.000126562697754	0.000130241038951	9.7318865262e-05	1.96172671185e-05	1.04147139078e-05	0.0	0.0	9.48190851855e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.28850632827e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other	0.000440441832702	0.000613487971254	0.000367394232853	0.000237722865186	0.000610572936127	0.000906344410876	0.000931471550944	0.000661911709083	0.00122922831778	0.000539747726606	0.000365697568111	0.000618750966798	0.000762840371001	0.000243297163155	0.000313876273896	0.000447832698036	0.000536361933627	0.000482528449073	0.000445649700372	0.000132938947788	0.000323766188309	0.000383909023937	0.000121891760117	0.000367844431631	0.000172183202928	0.0	0.0	1.8517146878e-05	1.57844475838e-05	5.80195442979e-05	0.0	0.0	3.861003861e-05	2.53504702512e-05	0.0	1.7455662617e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__	0.172606836121	0.206760053169	0.203253794052	0.159086643728	0.211486061622	0.154817052702	0.129082805209	0.0742691954396	0.179774641475	0.12161924318	0.104655994947	0.130134578335	0.15531243895	0.222300617975	0.119263175447	0.176612718449	0.200488685317	0.210000402107	0.197441781082	0.368872345375	0.328771438572	0.448883032259	0.312157179425	0.298033523552	0.171049997197	0.122287605737	0.220820291071	0.590604399674	0.302990363595	0.33312335784	0.0945964292988	0.285698563803	0.207683397683	0.498238142318	0.198788754688	0.333857003212	0.112623300905
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	1.15905745448e-05	0.0	0.0	0.0	0.0	1.6784155757e-05	1.74106831952e-05	0.0	0.0	1.17336462306e-05	6.64904669293e-05	0.0001546877417	4.65146567683e-05	2.43297163155e-05	9.80863355926e-06	1.04147139078e-05	0.0	1.00526760224e-05	0.0	2.2156491298e-05	0.0	0.0	0.0	2.48543534886e-05	7.60809501309e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	0.0587294412184	0.0580622544222	0.00827108042166	0.00546762589928	0.00737244037801	0.00055387713998	0.000539731179051	0.000648403306857	0.00102435693148	0.000985626283368	0.00149603550591	0.001546877417	0.000883778478599	0.000632572624203	0.000686604349148	0.00922743652232	0.0217524561971	0.0111685230608	0.00662785405446	0.000465286317259	0.000656282814141	0.000798945806572	0.000731350560702	0.00137196031257	0.00117725259676	0.0	1.61347574946e-05	1.8517146878e-05	9.47066855028e-05	0.000207212658207	0.0	5.50266879437e-05	0.00521235521236	0.0010900702208	0.0	0.00169319927384	0.000660994542558
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae	0.00172699560717	0.00181125020084	0.00137537328196	0.000838285893025	0.001777040635	0.00182947297751	0.00138414931402	0.000621386502404	0.00186660596403	0.00222939278381	0.00177861999036	0.00147656480713	0.00137683384034	0.00133813439735	0.000872968386774	0.00170801308088	0.00239234449761	0.00248301097752	0.00156451490556	0.000553912282451	0.000665033251663	0.000923456841363	0.000342820575329	0.000710834509773	0.00084890323304	0.0	0.0	0.0	9.47066855028e-05	0.000605060961964	0.0	0.00154074726242	0.0	0.000228154232261	0.0	0.000139645300936	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27634873663e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2156491298e-05	0.0	0.0	0.0	0.0	8.00852106641e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	0.0912410028165	0.0781758957655	0.109624786864	0.087456990929	0.152433634367	0.116079221215	0.0989710286232	0.0658669692549	0.101923514682	0.0759636256967	0.0735550790405	0.0699188592482	0.0908152158745	0.0562746338378	0.063403007327	0.130892124393	0.116211752286	0.152840886244	0.129826291436	0.02884775167	0.0234861743087	0.0662709982672	0.0417936372501	0.0318086015947	0.0338119759424	0.0307711168322	0.0558101261738	0.0885675135175	0.0497841476793	0.0414010891097	0.0662548367389	0.0542563143124	0.0157142857143	0.11301239638	0.0614913457899	0.0422950705209	0.0305921833158
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	0.000370898385433	0.000569667401878	6.59425546146e-05	7.50703784798e-05	0.000300729953615	0.000956696878147	0.000731248694199	0.000540336089047	0.000853630776235	0.00110296274567	0.000681527286025	0.000801563752443	0.000697719851525	0.000510924042626	0.000578709379996	0.000374929700681	0.000417170392821	0.000241264224537	0.000151710536297	9.97042108412e-05	0.000227511375569	0.000321653506542	6.09458800585e-05	0.000576621000935	0.000216230068793	0.0010624821217	0.0	0.0	0.000410395637179	0.00129300698721	0.00461611567443	0.0	0.0	0.00124217304231	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	0.0693348169269	0.0818276098801	0.065867191695	0.0403127932437	0.112090255438	0.231336018798	0.16139703322	0.126830388502	0.226382881857	0.277348195952	0.197642912947	0.194498741404	0.200347929633	0.177850226266	0.198644446842	0.0649149117874	0.0956682388598	0.0681269854035	0.0481870590913	0.135431553059	0.132481624081	0.195347437667	0.0973229522184	0.12888473545	0.0847661912275	0.0235584978137	0.0150859982574	0.0289608177172	0.0447489089001	0.0727730855623	0.0143914194556	0.0227535354647	0.00602316602317	0.0290516389079	0.0249819345515	0.0141390867197	0.0169824751703
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	0.0	0.0	9.42036494494e-06	0.0	0.0	0.0	1.74106831952e-05	0.0	1.13817436831e-05	2.34672924611e-05	1.66226167323e-05	1.40625219727e-05	0.0	2.43297163155e-05	9.80863355926e-06	1.04147139078e-05	0.0	1.00526760224e-05	0.0	0.0	8.75043752188e-06	1.03759195659e-05	7.61823500731e-06	1.49126120931e-05	4.00426053321e-06	0.0	0.0	0.0	0.0	8.28850632827e-06	0.0	0.00115556044682	0.000579150579151	2.53504702512e-05	0.0	3.49113252339e-05	1.69485780143e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae]	0.0	0.0	1.88407298899e-05	1.25117297466e-05	9.11302889741e-06	0.0	0.0	0.0	3.41452310494e-05	0.0	3.32452334647e-05	0.0	3.72117254147e-05	2.43297163155e-05	1.96172671185e-05	0.0	8.51368148615e-06	1.00526760224e-05	1.89638170371e-05	0.0	0.0	4.15036782635e-05	0.0	1.49126120931e-05	0.0	0.0	1.61347574946e-05	0.0	0.0	4.14425316414e-05	0.0	0.0	3.861003861e-05	0.0	0.0	0.0	1.69485780143e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	0.00120541975266	0.0014752925023	0.001026819779	0.00126368470441	0.000893076831947	0.000486740516952	0.000565847203844	0.000162100826714	0.000295925335761	0.000516280434145	0.000415565418308	0.000478125747071	0.000465146567683	0.000194637730524	0.000176555404067	0.00145805994709	0.00148138057859	0.00163858619164	0.00169726162482	4.43129825961e-05	1.75008750438e-05	5.18795978294e-05	3.04729400293e-05	1.49126120931e-05	3.60383447989e-05	0.0	0.0	0.0	0.000418287860971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	0.0437544189065	0.0483779085903	0.00287321130821	0.00329058492337	0.00497571377799	0.00582410204767	0.0117522111568	0.0805370940725	0.00416571818803	0.0100674684658	0.0486211539421	0.0421594408741	0.070888336915	0.0195610919177	0.049072593697	0.00155179237226	0.00816462054522	0.00682576701918	0.00256011530001	0.0027806396579	0.000525026251313	0.000902705002231	0.0011427352511	0.00355914341956	0.00832886190907	0.00145069674308	1.61347574946e-05	1.8517146878e-05	0.000205197818589	0.000878581670797	0.0	0.0596489297309	0.0	0.0157172915558	0.0445958501084	0.00668551878229	0.109894579845
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35084022262e-05	1.13817436831e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.51368148615e-06	0.0	0.0	0.0	8.75043752188e-06	0.0	0.0	0.0	8.00852106641e-06	0.0	1.61347574946e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	0.0	1.46068564584e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.13817436831e-05	0.0	1.66226167323e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.75043752188e-06	0.0	0.0	4.97087069771e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00134815385462	0.0	0.0	0.0	0.0	1.69485780143e-05
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52364700146e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000557710345527	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00122189638319	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__N1423WL;f__	1.15905745448e-05	0.0	0.0	0.0	0.0	1.6784155757e-05	0.0	1.35084022262e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.51368148615e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.28850632827e-06	0.0	0.00134815385462	0.0	0.00915151976069	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Z20;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000770373631211	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__FW	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.94611189595e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00526760224e-05	9.48190851855e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000149952252046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OD1;c__Mb-NB09;o__;f__	1.15905745448e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00426053321e-06	0.0	1.61347574946e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7455662617e-05	0.0
k__Bacteria;p__OD1;c__ZB2;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17336462306e-05	0.0	1.40625219727e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00426053321e-06	0.0	0.0	0.0	7.8922237919e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OP3;c__BD4-9;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000203382936172
k__Bacteria;p__OP3;c__koll11;o__GIF10;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.70168044524e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OP8;c__OP8_2;o__;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.52455665433e-05	0.0	0.0	0.0	0.0	0.000937967399295	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__OM190;o__CL500-15;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000186434358157
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Pla1;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00426053321e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.44103781701e-05	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000101401881005	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__	8.11340218135e-05	1.46068564584e-05	0.0	0.0	9.11302889741e-06	0.0	0.0	0.0	0.0	0.000152537400997	1.66226167323e-05	0.000140625219727	9.30293135367e-06	2.43297163155e-05	3.9234534237e-05	0.0	0.0	1.00526760224e-05	0.0	0.0	8.75043752188e-06	0.0	0.0	2.98252241863e-05	3.20340842657e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000715132197295	0.0	0.0	0.0	0.000323251746803	0.00047518837825	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__	0.000162268043627	0.000116854851667	4.71018247247e-05	0.000250234594933	0.000200486635743	0.0	8.7053415976e-06	0.0	0.0	0.0	0.0	0.000379688093263	1.86058627073e-05	2.43297163155e-05	9.80863355926e-06	1.04147139078e-05	5.10820889169e-05	4.02107040894e-05	9.48190851855e-06	0.0	5.25026251313e-05	1.03759195659e-05	0.0	0.0	0.000284302497858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000457611606386
